numeric_area_code,composite_area_code,Local Authority,PM2.5 2012 (total),PM2.5 2012 (non-anthropogenic),PM2.5 2012 (anthropogenic),PM2.5 2013 (total),PM2.5 2013 (non-anthropogenic),PM2.5 2013 (anthropogenic),PM2.5 2014 (total),PM2.5 2014 (non-anthropogenic),PM2.5 2014 (anthropogenic),PM2.5 2015 (total),PM2.5 2015 (non-anthropogenic),PM2.5 2015 (anthropogenic),PM2.5 2016 (total),PM2.5 2016 (non-anthropogenic),PM2.5 2016 (anthropogenic),PM2.5 2017 (total),PM2.5 2017 (non-anthropogenic),PM2.5 2017 (anthropogenic),PM2.5 2018 (total),PM2.5 2018 (non-anthropogenic),PM2.5 2018 (anthropogenic),PM2.5 2019 (total),PM2.5 2019 (non-anthropogenic),PM2.5 2019 (anthropogenic),PM2.5 2020 (total),PM2.5 2020 (non-anthropogenic),PM2.5 2020 (anthropogenic),PM2.5 2021 (total),PM2.5 2021 (non-anthropogenic),PM2.5 2021 (anthropogenic),PM2.5 2022 (total),PM2.5 2022 (non-anthropogenic),PM2.5 2022 (anthropogenic),PM2.5 2023 (total),PM2.5 2023 (non-anthropogenic),PM2.5 2023 (anthropogenic)
1,E07000223,Adur,10.6389,2.2917,8.3472,10.6921,2.2585,8.4336,9.9463,2.2662,7.6801,9.4679,1.3994,8.0684,11.1224,0.5557,10.5668,10.702,0.7985,9.9035,10.496,0.5662,9.9298,9.6324,0.567,9.0653,7.9781,0.6785,7.2997,7.0149,0.4359,6.5789,6.1201,0.4796,5.6405,6.545,0.677,5.868
2,E07000026,Allerdale,6.5756,1.9619,4.6137,7.7929,2.0712,5.7217,7.4504,1.9418,5.5087,6.1961,1.0085,5.1876,5.2984,0.4031,4.8953,5.3735,0.4055,4.968,5.3887,0.3368,5.0519,4.814,0.3255,4.4886,3.9649,0.4662,3.4988,4.1881,0.3771,3.8111,4.4952,0.4057,4.0895,,,
4,E07000032,Amber Valley,10.4766,2.0689,8.4077,11.4846,2.1134,9.3712,11.0645,2.0674,8.9972,9.9468,1.0328,8.914,9.9659,0.5396,9.4263,8.9127,0.4447,8.468,7.9524,0.3591,7.5933,9.6358,0.514,9.1218,6.6866,0.511,6.1756,7.3653,0.3931,6.9722,8.4402,0.4471,7.993,7.6181,0.5581,7.0601
5,E07000224,Arun,10.0845,2.2713,7.8132,10.2866,2.2479,8.0387,9.4999,2.2502,7.2496,8.6243,1.38,7.2443,10.438,0.5516,9.8864,9.842,0.6989,9.143,9.6728,0.5327,9.1401,8.8124,0.5649,8.2475,7.5315,0.7056,6.8259,6.6727,0.4561,6.2166,6.1542,0.5002,5.654,6.0371,0.6374,5.3997
6,E07000170,Ashfield,11.1841,2.0643,9.1198,12.4289,2.1252,10.3037,11.9074,2.0773,9.8301,9.5421,1.0325,8.5096,10.0958,0.5362,9.5597,9.1623,0.4417,8.7206,8.4402,0.3745,8.0657,9.9024,0.5091,9.3933,6.8255,0.5113,6.3142,7.1594,0.3942,6.7652,8.0922,0.4392,7.653,7.6735,0.5575,7.116
7,E07000105,Ashford,10.8883,2.1603,8.728,11.7199,2.2039,9.516,11.4673,2.3043,9.163,10.104,1.204,8.9001,10.9474,0.5692,10.3782,10.4543,0.7556,9.6987,10.1286,0.5504,9.5782,9.5548,0.5647,8.9901,7.6244,0.6434,6.981,6.4752,0.3731,6.1021,6.34,0.4963,5.8437,6.5205,0.6598,5.8607
8,,Aylesbury Vale,10.9477,2.124,8.8236,11.0803,2.0981,8.9822,10.5659,2.0649,8.501,9.0835,1.0994,7.9841,10.2357,0.5473,9.6884,10.2587,0.5472,9.7115,10.1362,0.4783,9.6579,10.2015,0.5779,9.6236,7.6366,0.6336,7.003,,,,,,,,,
9,E07000200,Babergh,11.1646,2.0814,9.0832,12.0113,2.1276,9.8837,11.7431,2.1398,9.6033,10.2336,1.0717,9.162,10.2096,0.5462,9.6634,9.9626,0.5769,9.3857,9.9836,0.5024,9.4813,9.921,0.5406,9.3804,7.5412,0.5823,6.9589,6.7571,0.4222,6.3349,7.528,0.4983,7.0297,6.8884,0.6118,6.2766
10,E08000016,Barnsley,10.7621,2.0355,8.7266,11.9634,2.094,9.8694,11.1677,2.0347,9.1329,8.0383,1.0481,6.9903,8.2493,0.4732,7.7761,7.001,0.3401,6.6609,7.4596,0.3153,7.1443,8.9061,0.4647,8.4414,6.2435,0.5293,5.7142,6.5888,0.4299,6.159,6.4921,0.294,6.1981,6.9225,0.5291,6.3935
11,E07000027,Barrow-in-Furness,7.8472,2.0372,5.8099,8.7041,2.0831,6.621,8.4429,2.0042,6.4387,11.4587,1.0579,10.4009,7.4187,0.4031,7.0156,6.9241,0.3632,6.5609,7.3456,0.3023,7.0433,6.7135,0.3257,6.3878,5.7777,0.5536,5.2241,6.6551,0.424,6.2311,7.0509,0.4179,6.633,,,
12,E07000066,Basildon,11.8561,2.1211,9.735,12.4505,2.1363,10.3142,12.1403,2.1973,9.943,10.8016,1.1053,9.6963,11.0701,0.5645,10.5055,10.7025,0.6206,10.0819,10.5939,0.505,10.0889,10.3938,0.5671,9.8267,8.2532,0.6378,7.6154,7.7967,0.3929,7.4039,8.9335,0.5469,8.3866,7.3476,0.6037,6.7439
13,E07000084,Basingstoke and Deane,11.3995,2.1668,9.2327,11.4131,2.1692,9.2439,10.8325,2.1721,8.6605,9.1005,1.235,7.8655,10.7246,0.5438,10.1808,9.9335,0.5241,9.4094,10.0865,0.4746,9.6119,8.5826,0.5612,8.0214,7.9625,0.7693,7.1933,7.5138,0.4919,7.0219,8.1375,0.5367,7.6008,6.5018,0.5742,5.9276
14,E07000171,Bassetlaw,11.001,2.0414,8.9596,12.5417,2.1518,10.3899,12.2309,2.1005,10.1304,9.9283,1.0505,8.8778,8.958,0.5103,8.4477,8.0252,0.3968,7.6284,8.5489,0.4075,8.1415,9.4325,0.4907,8.9418,6.1154,0.5109,5.6045,6.5731,0.4125,6.1607,6.3432,0.3687,5.9745,7.067,0.5422,6.5248
15,E06000022,Bath and North East Somerset,9.8543,2.1116,7.7427,10.5579,2.1585,8.3994,10.1413,2.1832,7.9581,8.338,1.2128,7.1252,9.729,0.587,9.142,8.6882,0.5159,8.1722,8.7981,0.5104,8.2877,8.2363,0.5713,7.6651,7.2338,0.7328,6.501,6.9739,0.5199,6.454,6.8484,0.5175,6.3309,5.844,0.5577,5.2863
16,E06000055,Bedford,11.2864,2.1102,9.1762,11.6483,2.089,9.5594,11.2222,2.0408,9.1814,9.4196,1.0536,8.366,10.2743,0.549,9.7253,10.3706,0.543,9.8276,10.2258,0.4802,9.7456,10.2927,0.5693,9.7234,7.6374,0.6124,7.0251,7.2931,0.4565,6.8366,8.2875,0.5718,7.7157,7.1248,0.5613,6.5635
18,E08000025,Birmingham,12.1625,2.0534,10.1091,12.4898,2.0927,10.3971,12.2174,2.0684,10.149,10.0999,1.0621,9.0377,11.2412,0.5209,10.7203,10.2785,0.4644,9.8142,10.1921,0.4259,9.7663,10.8453,0.5366,10.3087,8.3924,0.5326,7.8598,8.2913,0.4354,7.8559,8.6,0.4811,8.1189,7.7343,0.5254,7.2089
19,E07000129,Blaby,11.548,2.074,9.474,12.0445,2.1067,9.9378,11.8024,2.0679,9.7345,10.2681,1.0171,9.251,10.6938,0.5543,10.1395,9.9643,0.4741,9.4902,9.6091,0.4304,9.1787,10.2226,0.5197,9.7028,7.1558,0.5144,6.6414,7.6943,0.3974,7.297,8.6206,0.4941,8.1265,7.6865,0.5594,7.127
20,E06000008,Blackburn with Darwen,9.5594,2.0562,7.5032,9.9036,2.068,7.8356,9.5966,2.01,7.5866,7.6036,1.0646,6.539,8.3941,0.451,7.943,7.4365,0.355,7.0815,7.8752,0.3212,7.554,7.8776,0.4083,7.4693,6.5517,0.5525,5.9992,6.3446,0.4471,5.8975,6.9379,0.3692,6.5687,6.4294,0.553,5.8765
21,E06000009,Blackpool,8.0717,2.0825,5.9892,8.829,2.0938,6.7352,8.6708,2.0362,6.6346,10.7628,1.083,9.6798,7.6632,0.4409,7.2223,6.7578,0.3581,6.3997,7.195,0.3212,6.8739,7.0054,0.3951,6.6103,5.917,0.5877,5.3293,7.9318,0.4797,7.4521,8.7929,0.466,8.3269,6.2781,0.5714,5.7067
23,E07000033,Bolsover,11.2805,2.0571,9.2234,13.1709,2.1236,11.0473,12.6658,2.0727,10.5932,9.6203,1.0457,8.5746,9.5124,0.5134,8.999,8.4562,0.4031,8.0531,8.1978,0.3577,7.8401,9.8329,0.5018,9.3311,6.4211,0.5164,5.9046,6.9864,0.4031,6.5833,7.5786,0.3817,7.1969,7.4864,0.5512,6.9353
24,E08000001,Bolton,10.4226,2.075,8.3476,10.6511,2.0761,8.575,10.4512,2.0231,8.4281,8.4964,1.081,7.4154,9.1662,0.4676,8.6986,7.967,0.3503,7.6167,8.4678,0.3188,8.1489,8.7892,0.4328,8.3564,7.1795,0.5522,6.6274,7.275,0.4592,6.8158,7.779,0.358,7.4211,6.908,0.5581,6.35
25,,Poole,9.9867,2.2011,7.7856,10.545,2.2177,8.3273,9.9471,2.2216,7.7255,9.1439,1.3226,7.8213,10.2304,0.6192,9.6112,9.4005,0.5395,8.861,9.3205,0.4795,8.841,,,,,,,,,,,,,,,
26,E07000213,Spelthorne,12.2632,2.1868,10.0764,12.4388,2.1469,10.292,11.8551,2.1464,9.7087,9.6223,1.1959,8.4264,11.6257,0.5514,11.0743,11.4185,0.5837,10.8348,11.5693,0.4911,11.0783,11.093,0.5757,10.5173,8.9988,0.6531,8.3458,8.185,0.4571,7.7278,9.1342,0.5706,8.5637,7.6424,0.5847,7.0577
27,E07000136,Boston,11.16,2.0412,9.1188,12.4164,2.1626,10.2538,12.1902,2.1099,10.0803,10.7136,1.0411,9.6725,9.6176,0.5294,9.0882,9.0061,0.4565,8.5496,9.4071,0.4675,8.9396,9.7908,0.5179,9.2729,6.9019,0.5277,6.3742,7.2217,0.4186,6.8031,7.3907,0.4323,6.9584,7.2115,0.585,6.6265
28,,Bournemouth,9.9462,2.2043,7.7419,10.5312,2.2191,8.3121,9.9529,2.2218,7.7311,9.7855,1.3251,8.4604,10.3195,0.6046,9.7149,9.5012,0.539,8.9622,9.4335,0.4797,8.9539,,,,,,,,,,,,,,,
29,E06000036,Bracknell Forest,11.0641,2.1763,8.8878,11.127,2.1526,8.9743,10.4966,2.1489,8.3478,8.5002,1.2075,7.2927,10.943,0.5487,10.3943,10.5023,0.5666,9.9357,10.6043,0.4874,10.117,9.8814,0.5698,9.3116,8.4281,0.6867,7.7414,7.9116,0.4677,7.4439,8.7322,0.5535,8.1786,7.1029,0.5781,6.5248
30,E08000032,Bradford,10.1892,2.0125,8.1767,10.2557,2.0582,8.1975,10.0972,1.9955,8.1017,8.3848,1.0184,7.3664,9.0525,0.46,8.5925,7.847,0.3567,7.4903,8.4106,0.3201,8.0905,8.7265,0.4118,8.3147,7.2403,0.529,6.7113,6.8643,0.4323,6.432,7.3131,0.3246,6.9885,6.9269,0.4956,6.4313
31,E07000067,Braintree,11.4311,2.0994,9.3317,12.1204,2.1205,9.9999,11.8201,2.1409,9.6791,10.5653,1.076,9.4893,10.438,0.5524,9.8856,10.2627,0.5886,9.6742,10.1371,0.4986,9.6385,10.11,0.555,9.555,7.6791,0.6148,7.0643,7.2017,0.4218,6.7799,8.0164,0.5347,7.4816,6.9189,0.6009,6.3181
32,E07000143,Breckland,10.4449,2.0465,8.3984,11.5798,2.1305,9.4493,11.3952,2.0937,9.3014,9.4739,1.0516,8.4222,9.8432,0.533,9.3102,9.2199,0.5329,8.687,9.651,0.5019,9.1491,9.6455,0.5157,9.1298,7.4921,0.5494,6.9427,6.2331,0.4234,5.8097,6.9896,0.46,6.5297,6.917,0.627,6.29
33,E07000068,Brentwood,12.0059,2.1317,9.8742,12.3881,2.1274,10.2607,11.9941,2.1671,9.8269,10.4624,1.1065,9.3559,10.8105,0.5601,10.2504,10.7708,0.5983,10.1725,10.6177,0.4967,10.121,10.5763,0.5712,10.0051,8.0192,0.6345,7.3847,7.4802,0.4135,7.0667,8.5832,0.562,8.0212,7.2364,0.5921,6.6443
35,E06000043,Brighton and Hove,11.1785,2.3026,8.8759,11.1794,2.2665,8.9129,10.4234,2.2776,8.1458,10.0529,1.4128,8.64,11.438,0.5577,10.8804,11.0322,0.8412,10.191,10.8699,0.5805,10.2894,9.9195,0.5677,9.3517,8.0301,0.6686,7.3615,7.0573,0.4258,6.6315,5.9715,0.4692,5.5023,6.6494,0.6947,5.9547
36,E06000023,Bristol,11.21,2.104,9.106,11.4428,2.1572,9.2855,11.1727,2.1823,8.9904,8.8415,1.2041,7.6374,10.5492,0.575,9.9742,9.4864,0.5164,8.9701,9.9991,0.5267,9.4724,9.342,0.5752,8.7668,8.1871,0.717,7.4701,7.6277,0.5285,7.0992,7.5752,0.5295,7.0457,6.2939,0.5488,5.7451
37,E07000144,Broadland,10.5518,2.0428,8.509,11.6312,2.1504,9.4808,11.5085,2.134,9.3745,9.7403,1.0582,8.6821,10.0285,0.5369,9.4916,9.2988,0.5308,8.7681,9.6456,0.4933,9.1524,9.7328,0.52,9.2129,7.632,0.5538,7.0782,6.6166,0.4233,6.1933,7.3954,0.4622,6.9332,7.179,0.6154,6.5636
38,E07000234,Bromsgrove,10.8549,2.0426,8.8124,11.305,2.0914,9.2135,11.0469,2.0734,8.9736,9.4595,1.0775,8.382,9.7173,0.5047,9.2126,8.6932,0.4709,8.2223,8.8333,0.4384,8.3949,9.409,0.5459,8.8632,6.8151,0.571,6.2441,7.0163,0.4548,6.5616,7.349,0.4863,6.8627,6.202,0.4988,5.7032
39,E07000095,Broxbourne,12.0865,2.1512,9.9353,12.1632,2.1047,10.0586,11.7137,2.0974,9.6164,9.6087,1.1026,8.5061,10.5402,0.5511,9.9892,10.9627,0.5579,10.4048,10.7932,0.4788,10.3144,10.9963,0.5843,10.412,8.1672,0.6288,7.5385,8.014,0.4629,7.5511,9.0133,0.6021,8.4112,7.4226,0.5653,6.8573
40,E07000172,Broxtowe,11.6851,2.0723,9.6129,12.2623,2.1224,10.14,12.0153,2.0784,9.9369,10.1239,1.0132,9.1107,11.0989,0.5593,10.5396,10.1241,0.4708,9.6532,9.0226,0.3877,8.6349,10.2497,0.5126,9.7371,7.3349,0.5063,6.8287,7.6129,0.3866,7.2262,8.7619,0.4954,8.2665,7.8995,0.5623,7.3372
41,E07000117,Burnley,9.3642,2.0335,7.3307,9.7845,2.0571,7.7274,9.4131,1.9954,7.4177,9.8824,1.0457,8.8366,8.6867,0.4545,8.2322,7.5208,0.3545,7.1664,7.9459,0.3132,7.6328,7.9875,0.4034,7.5841,6.5436,0.5416,6.002,6.1171,0.4442,5.6729,6.6226,0.3459,6.2767,6.3409,0.5111,5.8298
42,E08000002,Bury,10.5389,2.0656,8.4733,10.6255,2.0707,8.5547,10.3695,2.0153,8.3542,8.0833,1.0756,7.0077,8.9614,0.4681,8.4933,7.8191,0.3457,7.4734,8.2247,0.3122,7.9124,8.7798,0.4345,8.3453,7.0916,0.545,6.5466,7.1138,0.4516,6.6622,7.5519,0.3322,7.2197,7.0794,0.552,6.5274
43,E08000033,Calderdale,9.7815,2.0292,7.7523,9.9858,2.0619,7.924,9.6687,2,7.6687,7.5037,1.041,6.4627,8.6353,0.4643,8.171,7.2987,0.3453,6.9534,7.8306,0.3107,7.5199,8.4204,0.4264,7.9939,6.7143,0.5345,6.1798,6.6054,0.4351,6.1704,7.0073,0.3098,6.6975,6.602,0.5174,6.0847
44,E07000008,Cambridge,11.555,2.093,9.462,11.9059,2.0991,9.8068,11.5564,2.0594,9.497,9.3702,1.0513,8.3189,10.5166,0.5425,9.9741,10.3858,0.5464,9.8394,10.4462,0.4952,9.951,10.3591,0.544,9.8151,7.9074,0.5758,7.3316,7.3809,0.4368,6.944,8.4731,0.514,7.9591,7.4464,0.6009,6.8454
45,E07000192,Cannock Chase,10.5923,2.066,8.5263,11.1283,2.0947,9.0337,11.0842,2.0644,9.0199,9.1063,1.0646,8.0418,9.8937,0.5194,9.3743,8.7081,0.4362,8.2718,8.5356,0.4016,8.134,9.7405,0.5313,9.2092,6.7755,0.5359,6.2395,6.905,0.4245,6.4805,7.1646,0.4583,6.7063,6.8037,0.5457,6.2581
46,E07000106,Canterbury,10.6331,2.1235,8.5096,11.4072,2.1845,9.2227,11.273,2.2835,8.9895,9.9793,1.1548,8.8245,10.7931,0.5674,10.2257,10.2027,0.6984,9.5044,9.9628,0.5311,9.4317,9.4976,0.5612,8.9364,7.6281,0.6406,6.9876,6.3555,0.3792,5.9764,6.6624,0.5104,6.152,6.4436,0.6377,5.8059
48,E07000028,Carlisle,7.2223,1.8932,5.3291,8.0884,2.03,6.0584,7.9758,1.8974,6.0784,8.176,0.9684,7.2076,5.9729,0.3709,5.6019,6.0279,0.3936,5.6343,6.2001,0.3155,5.8846,5.4499,0.3133,5.1367,4.3946,0.4512,3.9434,5.4928,0.3538,5.1391,6.1768,0.3793,5.7974,,,
51,E07000069,Castle Point,11.3424,2.1129,9.2295,12.0091,2.1439,9.8652,11.762,2.2217,9.5403,10.412,1.1059,9.3061,10.9748,0.5675,10.4073,10.3307,0.6395,9.6913,10.251,0.5114,9.7396,9.9872,0.565,9.4222,8.1221,0.6402,7.4819,7.5552,0.3806,7.1746,8.8157,0.5369,8.2789,7.1949,0.6122,6.5827
52,E07000130,Charnwood,11.5191,2.0756,9.4434,12.0117,2.1153,9.8964,11.7778,2.0747,9.7031,10.8586,1.0037,9.8549,10.8883,0.5633,10.3251,10.0846,0.4767,9.6079,9.272,0.4172,8.8548,10.1528,0.5131,9.6396,7.2673,0.5067,6.7606,8.2353,0.3871,7.8482,9.6236,0.5069,9.1167,8.046,0.5631,7.4829
53,E07000070,Chelmsford,11.6945,2.1131,9.5814,12.2829,2.1256,10.1573,12.136,2.1652,9.9708,11.2244,1.0896,10.1348,10.8341,0.5586,10.2755,10.6014,0.5994,10.002,10.4888,0.4988,9.9899,10.3921,0.5646,9.8276,7.9491,0.6295,7.3196,7.4593,0.4124,7.0469,8.5795,0.5497,8.0298,7.1041,0.5972,6.5069
54,E07000078,Cheltenham,10.4648,2.0472,8.4176,11.0351,2.1076,8.9275,10.7441,2.1093,8.6348,9.3909,1.1237,8.2672,10.3604,0.5196,9.8408,9.3728,0.4915,8.8812,9.7521,0.4981,9.254,9.4991,0.569,8.9301,7.5234,0.6385,6.8848,7.3716,0.5003,6.8713,7.5204,0.505,7.0154,5.9924,0.486,5.5064
55,E07000177,Cherwell,11.1678,2.0861,9.0817,11.3782,2.1023,9.2759,11.0598,2.0803,8.9796,9.9361,1.0926,8.8435,10.8499,0.5357,10.3141,10.1463,0.5177,9.6286,10.2579,0.4644,9.7934,10.1099,0.5608,9.5491,7.8909,0.6312,7.2597,7.3249,0.452,6.8729,8.2506,0.5422,7.7083,6.699,0.5415,6.1575
58,E07000034,Chesterfield,10.327,2.0581,8.2688,11.5698,2.1096,9.4602,11.0953,2.0564,9.0389,8.5898,1.0552,7.5346,8.7931,0.4935,8.2996,7.3907,0.3669,7.0238,7.4131,0.322,7.0911,9.3555,0.4961,8.8594,6.2781,0.5243,5.7538,6.8155,0.4081,6.4074,7.0101,0.334,6.6762,7.1835,0.5512,6.6323
59,E07000225,Chichester,10.5154,2.25,8.2654,10.6032,2.2313,8.3719,9.9255,2.2333,7.6923,8.5817,1.3509,7.2308,10.1911,0.5496,9.6416,9.5235,0.6312,8.8923,9.3541,0.5103,8.8438,8.4734,0.5636,7.9098,7.2632,0.724,6.5393,6.6469,0.4677,6.1791,6.3959,0.513,5.8829,5.964,0.612,5.352
60,,Chiltern,11.0643,2.1558,8.9085,11.1741,2.1073,9.0668,10.5241,2.0802,8.4439,8.8991,1.1301,7.769,10.3185,0.5494,9.7691,10.5564,0.5519,10.0045,10.29,0.4764,9.8136,10.4745,0.5853,9.8892,7.9272,0.6348,7.2925,,,,,,,,,
61,E07000118,Chorley,9.7187,2.0794,7.6393,10.3663,2.0809,8.2854,10.0421,2.0278,8.0143,9.496,1.081,8.415,8.1019,0.4554,7.6466,7.2678,0.3558,6.912,7.6108,0.3266,7.2842,7.7355,0.4184,7.3171,6.2554,0.565,5.6904,7.2239,0.4592,6.7647,8.0062,0.3962,7.61,6.6825,0.5641,6.1184
62,,Christchurch,9.4668,2.2093,7.2574,9.9846,2.2219,7.7627,9.3051,2.223,7.082,8.193,1.33,6.8631,9.663,0.6012,9.0618,8.9607,0.5398,8.4208,8.7485,0.4801,8.2684,,,,,,,,,,,,,,,
63,E06000014,York,9.8879,1.9906,7.8973,10.1835,2.0866,8.0969,10.1424,2.0319,8.1105,7.8119,0.9487,6.8632,7.99,0.4578,7.5322,7.7239,0.4111,7.3128,8.0918,0.3695,7.7222,8.2649,0.441,7.8239,5.9539,0.4905,5.4634,5.8885,0.4079,5.4806,6.0619,0.3435,5.7184,5.9028,0.4703,5.4325
64,E07000071,Colchester,11.185,2.0896,9.0954,11.989,2.1329,9.8561,11.853,2.1672,9.6858,10.7535,1.0809,9.6727,10.6078,0.5528,10.055,10.2774,0.6003,9.6771,10.2719,0.5033,9.7686,10.1072,0.5496,9.5576,7.917,0.6143,7.3027,7.157,0.4148,6.7422,8.1929,0.5217,7.6712,6.9938,0.6088,6.385
66,E07000029,Copeland,6.8465,2.0027,4.8438,8.0011,2.088,5.9131,7.6847,1.9763,5.7085,6.3159,1.0362,5.2797,5.3734,0.4132,4.9603,5.3986,0.3874,5.0112,5.5294,0.3356,5.1938,5.0071,0.3226,4.6845,4.1845,0.521,3.6635,4.4267,0.401,4.0257,4.5455,0.422,4.1234,,,
67,,Corby,11.0871,2.0794,9.0077,11.2836,2.1078,9.1758,10.8614,2.0598,8.8016,9.1265,1.0278,8.0987,9.7794,0.5437,9.2358,9.2268,0.4817,8.7451,9.2498,0.4584,8.7914,9.5718,0.5338,9.038,6.9283,0.5377,6.3906,,,,,,,,,
68,E07000079,Cotswold,9.9185,2.0674,7.8512,10.6264,2.1168,8.5097,10.184,2.1185,8.0655,8.5733,1.1342,7.4391,9.3361,0.5196,8.8166,8.5446,0.4962,8.0484,8.7012,0.4786,8.2226,8.4178,0.5632,7.8546,6.7022,0.6719,6.0303,6.6831,0.4766,6.2065,6.9382,0.53,6.4082,5.8042,0.5183,5.2859
69,E08000026,Coventry,11.8026,2.0642,9.7384,12.1659,2.0957,10.0702,11.8623,2.0661,9.7962,9.8139,1.0449,8.769,10.9752,0.5347,10.4405,10.1851,0.4742,9.711,10.2623,0.4324,9.8299,10.5776,0.5333,10.0443,7.8088,0.5297,7.2791,7.6256,0.4202,7.2054,8.0905,0.4768,7.6136,7.4698,0.5401,6.9297
70,E07000163,Craven,7.9526,1.9925,5.9601,8.3648,2.0403,6.3245,8.2589,1.9734,6.2854,6.4117,1.008,5.4038,6.825,0.4335,6.3915,6.1009,0.3641,5.7367,6.2985,0.3153,5.9832,6.28,0.3718,5.9082,5.2175,0.5258,4.6917,4.9072,0.4189,4.4883,5.4474,0.3428,5.1046,,,
71,E07000226,Crawley,11.2932,2.2521,9.0411,11.3489,2.215,9.1339,10.7788,2.2368,8.542,8.6199,1.314,7.3059,11.3478,0.5584,10.7894,10.9001,0.7367,10.1634,10.863,0.5454,10.3176,10.0356,0.5678,9.4678,8.3708,0.6611,7.7097,7.2557,0.4244,6.8313,6.996,0.5014,6.4946,6.8448,0.6495,6.1953
73,E07000096,Dacorum,11.3446,2.1559,9.1887,11.4061,2.0913,9.3148,10.8256,2.0525,8.7731,9.219,1.1053,8.1137,9.9976,0.5497,9.4479,10.4605,0.5471,9.9134,10.1425,0.4725,9.6699,10.5043,0.5904,9.9139,7.5884,0.6284,6.9601,7.7731,0.4788,7.2943,8.9785,0.6187,8.3598,7.1876,0.5553,6.6323
74,E06000005,Darlington,9.1699,1.9112,7.2587,9.0348,2.0058,7.029,9.153,1.9403,7.2127,6.9301,0.9016,6.0285,6.8846,0.3989,6.4858,6.8415,0.3884,6.453,7.1363,0.3212,6.8151,6.7424,0.3566,6.3858,5.4022,0.4706,4.9316,6.1386,0.3707,5.7679,6.959,0.3235,6.6356,5.8898,0.445,5.4449
75,E07000107,Dartford,12.7747,2.155,10.6197,13.0928,2.1523,10.9406,12.6919,2.2134,10.4785,10.6333,1.1511,9.4822,12.4503,0.5657,11.8847,11.9811,0.6456,11.3355,12.1081,0.5126,11.5955,11.6638,0.5704,11.0934,9.2371,0.6418,8.5953,7.834,0.3898,7.4442,8.7991,0.5436,8.2555,7.8112,0.6117,7.1995
76,,Daventry,10.7446,2.0813,8.6633,11.1369,2.0967,9.0402,10.7336,2.059,8.6746,9.4403,1.0457,8.3946,9.7624,0.5401,9.2223,9.1711,0.4881,8.683,9.1664,0.4539,8.7125,9.4994,0.5449,8.9546,6.8577,0.568,6.2898,,,,,,,,,
77,E06000015,Derby,11.7145,2.0733,9.6412,12.1077,2.1091,9.9986,11.9375,2.0677,9.8698,10.0072,1.0217,8.9855,11.4899,0.5556,10.9343,10.4569,0.4662,9.9907,9.2605,0.3741,8.8864,10.511,0.5132,9.9977,7.5653,0.5084,7.057,7.6751,0.3886,7.2865,8.6827,0.4876,8.1951,7.9424,0.5619,7.3805
78,E07000035,Derbyshire Dales,9.1241,2.0682,7.056,9.9693,2.0961,7.8732,9.7131,2.0471,7.666,8.3069,1.0581,7.2488,8.2608,0.5009,7.7598,7.0155,0.3818,6.6337,6.6351,0.3234,6.3118,8.792,0.5095,8.2825,5.7175,0.5267,5.1908,6.2349,0.4081,5.8268,6.7776,0.3616,6.4161,6.589,0.5536,6.0355
80,E08000017,Doncaster,11.4043,2.0285,9.3758,12.2162,2.132,10.0842,11.7877,2.0778,9.7099,8.9923,1.0385,7.9537,8.8166,0.4947,8.3219,7.8341,0.3726,7.4616,8.5418,0.3804,8.1614,9.3604,0.4718,8.8886,6.3503,0.5134,5.8369,6.6577,0.4237,6.234,6.2614,0.3415,5.9198,7.1953,0.527,6.6683
81,E07000108,Dover,10.3521,2.139,8.2131,11.4633,2.2059,9.2573,11.2576,2.2977,8.9599,9.9776,1.1921,8.7855,10.5335,0.5647,9.9688,10.0253,0.71,9.3153,9.7281,0.5352,9.1929,9.2297,0.5607,8.669,7.4305,0.6389,6.7915,6.2505,0.3884,5.862,6.3246,0.5053,5.8193,6.3334,0.6428,5.6906
82,E08000027,Dudley,11.1887,2.0484,9.1403,11.6646,2.0924,9.5722,11.4715,2.0712,9.4002,9.5883,1.0786,8.5097,10.6021,0.5058,10.0963,9.1845,0.4555,8.729,9.6128,0.4296,9.1832,10.1787,0.5436,9.635,7.7272,0.5608,7.1665,7.6934,0.4523,7.2411,7.7298,0.4933,7.2365,6.7765,0.512,6.2645
85,E07000009,East Cambridgeshire,10.9882,2.0728,8.9154,11.7623,2.1066,9.6558,11.4814,2.0601,9.4213,9.7538,1.0473,8.7065,10.1009,0.5356,9.5654,9.7265,0.5393,9.1872,9.8841,0.5012,9.3829,9.8887,0.5231,9.3656,7.694,0.5559,7.1381,6.5385,0.4266,6.1119,7.4048,0.4737,6.9311,7.0928,0.6212,6.4716
86,E07000040,East Devon,8.4464,2.1886,6.2578,9.1161,2.2114,6.9048,8.6559,2.239,6.417,7.8708,1.3022,6.5687,8.2328,0.8338,7.3991,7.4173,0.6412,6.7762,6.3927,0.4933,5.8994,7.1902,0.7045,6.4857,6.2723,0.7969,5.4754,6.2101,0.6587,5.5514,3.9639,0.4033,3.5606,5.2546,0.7113,4.5433
87,,East Dorset,9.6226,2.1901,7.4325,10.1951,2.2076,7.9875,9.5943,2.2154,7.3789,8.0888,1.3071,6.7817,9.5771,0.6047,8.9725,8.8873,0.5318,8.3555,8.7188,0.4775,8.2413,,,,,,,,,,,,,,,
